,UID,Type,Est,Latitude,Longitude,ChainName,Name,Address,City,St,Zip,Phone,Web,Directions,Cat,County,RecordID,Elev,trail,hike,AmenitiesExtra,Comments,brand,CatName,PushPin,bIcon,Keyfilter,Pin
1,109218,Pub,480,46.635294,-114.580196,Road Grade,Road Grade,"US 12, on US 12 west of Missoula, MT at the MT-ID state line",Lolo,ID,59847,,,,Grade,,,,,,,"5229 ft elev, Eastbound: 5 percent grade descent for 4 miles, Westbound: 6 percent grade descent for 5 miles with many curves.",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109219,Pub,480,44.033215,-115.619668,Road Grade,Road Grade,"ID 21, on Idaho 21 east of Lowman, ID",Lowman,ID,83637,,,,Grade,,,,,,,"5885 ft elev, May be closed in winter, Eastbound: 4-6 percent grade descent for over 9 miles with curves and sharp turns., Westbound: 5 percent grade for a mile and then mild 2-4 percent grades.",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109220,Pub,480,44.30977,-115.234162,Road Grade,Road Grade,"ID 21, on Idaho 21 west of Stanley, ID. Between Stanley and Lowman.",Lowman,ID,83637,,,,Grade,,,,,,,"6997 ft elev, May be closed in winter, This is the high point, Westbound: 6 percent up and down grade for 4 miles and then 2 miles of 5 percent rolling grade followed by rolling hills to Lowman. Some of these short hills are up to 10, grades for a overall decline of nearly 8 miles",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109224,Pub,480,42.165105,-112.453535,Road Grade,Road Grade,"ID 38, on ID 38 between Holbrook and Malad City, ID",Malad City,ID,83252,,,,Grade,,,,,,,"5828 ft elev, Eastbound: 7 percent grade descent for 2 miles followed by 6 percent grades for short sections., Westbound: 6 percent grade for 1 mile followed by some milder grades with a half mile 8 percent section in the middle.",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109227,Pub,480,42.334232,-113.503845,Road Grade,Road Grade,"ID 77, on ID 77 between Malta and Albion, ID",Malta,ID,83342,,,,Grade,,,,,,,"5713 ft elev, Northbound: mild grades for 2 miles and then 6 percent for 1 mile. Just north of Albion is a 5 percent grade for 2 miles., Southbound: 5 percent grade descent for 2 miles followed by milder grades but with a stop sign at the bottom.",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109229,Pub,480,43.353955,-116.935991,Road Grade,Road Grade,"US 95, on US 95 south of Marsing, ID",Marsing,ID,83639,,,,Grade,,,,,,,"4293 ft elev, Northbound: 4-5 percent grade descents for 6 miles followed by 6 percent grade for over 3 miles.",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109231,Pub,480,44.929625,-116.155812,Road Grade,Road Grade,"Id 55, on ID 55 between McCall and Meadows, ID",McCall,ID,83638,,,,Grade,,,,,,,"5333 ft elev, Northbound: 5 percent grade descent for about a mile and then 7 percent grade for 3 miles.",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109234,Pro,427,42.56706,-112.179381,Low Clearance,Low Clearance,E Arimo Rd,McCammon,ID,83250,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,109249,Pub,480,44.424678,-116.822308,Road Grade,Road Grade,"US 95, on US 95 north of Weiser, ID",Midvale,ID,83645,,,,Grade,,,,,,,"3249 ft elev, Northbound: 6 percent grade descent for 3 miles., Southbound: 6 percent grade for 2 miles.",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109253,Pub,480,42.364093,-111.560522,Road Grade,Road Grade,"ID 36, on ID 36 west of Montpelier, ID",Montpelier,ID,83254,,,,Grade,,,,,,,"7432 ft elev, Eastbound: 6 percent grade descent for 3 miles followed by 5 percent for 3 miles with curves.",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109258,Pub,480,43.25955,-115.528604,Road Grade,Road Grade,"US 20, on US 20 east of Mountain Home, ID",Mountain Home,ID,83647,,,,Grade,,,,,,,"4967 ft elev, Eastbound: short rolling hills, climbs and descents, Westbound: 6 percent grade descent for 2 miles followed by rolling hills and then 5 percent grade for over 5 miles.",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109259,Pub,480,47.456111,-115.695287,Road Grade,Road Grade,"I-90, on I-90 at the MT-ID state line",Mullan,ID,83846,,,,Grade,,,,,,,"4662 ft elev, Westbound: 6 percent grade descent for 5 miles., Eastbound: 6 percent grade for 2 miles and then 5 percent for 1 mile",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109260,Pub,481,47.465146,-115.753472,Runaway Ramp,Runaway Ramp,"I-90, on I-90 at the MT-ID state line",Mullan,ID,83846,,,,Ramp,,,,,,,"3724 ft elev, Runaway Ramp westbound off to the right",runaway,,runaway_pushpin,"*""",,runaway_pushpin
1,109261,Pub,481,47.469584,-115.76883,Runaway Ramp,Runaway Ramp,"I-90, on I-90 at the MT-ID state line",Mullan,ID,83846,,,,Ramp,,,,,,,"3455 ft elev, Runaway Ramp westbound off to the right",runaway,,runaway_pushpin,"*""",,runaway_pushpin
1,109266,Pro,425,43.57468,-116.54867,Low Clearance,Low Clearance,1st St N,Nampa,ID,83687,,,,LC11,,,,,,,11 - 0 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_0_pushpin
1,109267,Pro,426,43.57552,-116.54527,Low Clearance,Low Clearance,3rd St N,Nampa,ID,83687,,,,LC12,,,,,,,12 - 0 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_0_pushpin
1,109268,Pro,427,43.57771,-116.55309,Low Clearance,Low Clearance,1st St N,Nampa,ID,83687,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,109269,Pro,427,43.58009,-116.56005,Low Clearance,Low Clearance,11th Ave,Nampa,ID,83687,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,109270,Pro,428,43.58665,-116.54322,Low Clearance,Low Clearance,Garrity Blvd,Nampa,ID,83687,,,,LC14,,,,,,,14 - 6 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_6_pushpin
1,109294,Pub,480,46.379164,-116.122733,Road Grade,Road Grade,"ID 11, on ID 11 east of Greer, ID",Orofino,ID,83544,,,,Grade,,,,,,,"3123 ft elev, 65 ft vehicle restriction, Westbound: 6-7 percent grade descent for over 7 miles of switchbacks and sharp curves ending just inside the town of Greer, ID",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109295,Pub,480,46.449368,-116.27652,Road Grade,Road Grade,"7, on Highway 7",Orofino,ID,83544,,,,Grade,,,,,,,"3036 ft elev, Northbound: 6 percent grade descent for 5 miles into Orofino, ID with some switchbacks., Westbound: 8-9 percent grade descent for over 2 miles, with some switchbacks.",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109313,Pro,426,42.86306,-112.44911,Low Clearance,Low Clearance,W Center St,Pocatello,ID,83201,,,,LC12,,,,,,,12 - 2 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_0_pushpin
1,109314,Pro,427,42.88719,-112.47643,Low Clearance,Low Clearance,N Main St,Pocatello,ID,83201,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,109361,Pub,480,45.693478,-113.948405,Road Grade,Road Grade,"US 93, on US 93 west of Butte, MT on the MT-ID state line",Salmon,ID,83467,,,,Grade,,,,,,,"7015 ft elev, Northbound: 6 percent grade descent for 6.5 miles, Southbound: 6 percent grade for over 3 miles followed by a milder 4 percent grade for 7 miles.",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109375,Pub,480,43.492051,-111.454135,Road Grade,Road Grade,"US 26, on US 26 between Ririe, ID and Alpine Junction, WY",Swan Valley,ID,83449,,,,Grade,,,,,,,"5649 ft elev, Eastbound: 6 percent grade descent for 2 miles followed by milder grades and a couple more short 6 percent grade sections",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109385,Pro,427,42.54557,-114.4406,Low Clearance,Low Clearance,Eastland Dr,Twin Falls,ID,83301,,,,LC13,,,,,,,13 - 8 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_8_pushpin
1,109395,Pro,428,44.246917,-116.980459,Low Clearance,Low Clearance,"Business 95 under Commercial St, S of W Idaho St",Weiser,ID,83762,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,109399,Pro,427,42.81253,-114.77765,Low Clearance,Low Clearance,E 2700 S,Wendell,ID,83355,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,109402,Pub,481,45.770314,-116.299104,Runaway Ramp,Runaway Ramp,"US 95, on US 95 south of Grangeville, ID",Whitebird,ID,83554,,,,Ramp,,,,,,,"2084 ft elev, Runaway Ramp southbound off to the right and uphill",runaway,,runaway_pushpin,"*""",,runaway_pushpin
1,109403,Pub,481,45.804856,-116.284987,Runaway Ramp,Runaway Ramp,"US 95, on US 95 south of Grangeville, ID",Whitebird,ID,83554,,,,Ramp,,,,,,,"3025 ft elev, Runaway Ramp southbound off to the right and uphill",runaway,,runaway_pushpin,"*""",,runaway_pushpin
1,109404,Pub,481,45.828082,-116.253616,Runaway Ramp,Runaway Ramp,"US 95, on US 95 south of Grangeville, ID",Whitebird,ID,83554,,,,Ramp,,,,,,,"3615 ft elev, Runaway Ramp southbound off to the right and uphill",runaway,,runaway_pushpin,"*""",,runaway_pushpin
1,109408,Pub,480,46.255951,-116.605155,Road Grade,Road Grade,"US 95, on US 95 north of Winchester, ID",Winchester,ID,83555,,,,Grade,,,,,,,"3751 ft elev, Northbound: 6 percent grade descent for 4 miles followed by 5 percent for 2 miles and then 4 percent for 2.5 miles",road-grades,,roadgrade_pushpin,"*""",,roadgrade_pushpin
1,109409,Pro,427,47.38067,-116.87604,Low Clearance,Low Clearance,W Sunny Slopes Rd,Worley,ID,83876,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,109410,Pro,427,47.40252,-116.91683,Low Clearance,Low Clearance,S Cave Bay Rd,Worley,ID,83876,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,109423,Pro,427,41.06083,-88.85883,Low Clearance,Low Clearance,E 3000 N Rd,Ancona,IL,61311,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
1,109434,Pro,427,40.23026,-90.95388,Low Clearance,Low Clearance,Main St,Augusta,IL,62311,,,,LC13,,,,,,,13 - 9 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_9_pushpin
1,109436,Pro,428,41.74631,-88.33601,Low Clearance,Low Clearance,W Lake St,Aurora,IL,60506,,,,LC13,,,,,,,13 - 9 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_9_pushpin
1,109437,Pro,427,41.75454,-88.31533,Low Clearance,Low Clearance,S Broadway,Aurora,IL,60506,,,,LC13,,,,,,,13 - 9 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_9_pushpin
1,109438,Pro,426,41.754862,-88.314646,Low Clearance,Low Clearance,E Benton St,Aurora,IL,60506,,,,LC12,,,,,,,12 - 1 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_1_pushpin
1,109439,Pro,426,41.755723,-88.313236,Low Clearance,Low Clearance,E Downer Pl,Aurora,IL,60506,,,,LC12,,,,,,,12 - 1 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_1_pushpin
1,109440,Pro,427,41.75664,-88.31199,Low Clearance,Low Clearance,E Galena Blvd,Aurora,IL,60506,,,,LC13,,,,,,,13 - 1 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_1_pushpin
1,109441,Pro,428,41.757535,-88.310895,Low Clearance,Low Clearance,E New York St,Aurora,IL,60506,,,,LC14,,,,,,,14 - 1 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_1_pushpin
1,109442,Pro,427,41.75849,-88.30971,Low Clearance,Low Clearance,Spring St,Aurora,IL,60506,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,109443,Pro,428,41.78148,-88.23169,Low Clearance,Low Clearance,N Aurora Rd,Aurora,IL,60506,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,109500,Pro,427,41.14202,-87.86157,Low Clearance,Low Clearance,W Broadway St,Bradley,IL,60915,,,,LC13,,,,,,,13 - 1 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_1_pushpin
1,109509,Pro,428,41.85952,-87.86265,Low Clearance,Low Clearance,S 25th Ave,Broadview,IL,60155,,,,LC14,,,,,,,14 - 1 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_1_pushpin
1,109510,Pro,427,37.12198,-88.626868,Low Clearance,Low Clearance,Paducah-Brookport Rd Bridge,Brookport,IL,62910,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
1,109519,Pro,428,42.131764,-89.245512,Low Clearance,Low Clearance,E Blackhawk Dr,Byron,IL,61010,,,,LC14,,,,,,,14 - 8 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_8_pushpin
1,109520,Pro,428,42.370102,-88.966514,Low Clearance,Low Clearance,West Lane Rd,Caledonia,IL,61011,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,109521,Pro,427,40.08676,-91.02947,Low Clearance,Low Clearance,CR 94,Camp Point,IL,62320,,,,LC13,,,,,,,13 - 8 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_8_pushpin
1,109522,Pro,427,40.62304,-90.02972,Low Clearance,Low Clearance,N Norris Blacktop Rd,Canton,IL,61520,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,109528,Pro,427,39.239711,-89.928171,Low Clearance,Low Clearance,Shipman Rd,Carlinville,IL,62626,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,109529,Pro,427,39.278618,-89.797001,Low Clearance,Low Clearance,E 1st S St,Carlinville,IL,62626,,,,LC13,,,,,,,13 - 6 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,109544,Pro,428,38.529296,-89.135814,Low Clearance,Low Clearance,E Noleman St,Centralia,IL,62801,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,109548,Pro,425,40.09445,-88.24472,Low Clearance,Low Clearance,St Marys Rd,Champaign,IL,61820,,,,LC11,,,,,,,11 - 10 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_10_pushpin
1,109549,Pro,425,40.10266,-88.2434,Low Clearance,Low Clearance,Stadium Dr,Champaign,IL,61820,,,,LC11,,,,,,,11 - 6 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_6_pushpin
1,109550,Pro,425,40.11021,-88.24218,Low Clearance,Low Clearance,E Green St,Champaign,IL,61820,,,,LC11,,,,,,,11 - 10 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_10_pushpin
1,109551,Pro,426,40.11256,-88.24182,Low Clearance,Low Clearance,E Springfield Ave,Champaign,IL,61820,,,,LC12,,,,,,,12 - 6 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_6_pushpin
1,109552,Pro,425,40.11483,-88.24113,Low Clearance,Low Clearance,Logan St,Champaign,IL,61820,,,,LC11,,,,,,,11 - 10 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_10_pushpin
1,109553,Pro,424,40.11992,-88.23911,Low Clearance,Low Clearance,E Washington St,Champaign,IL,61820,,,,LC10,,,,,,,10 - 6 height clearance (136),low-clearance,,low_10_pushpin,"<\/div>', LC10Icon)",-136%,low_10_6_pushpin
1,109573,Pro,427,41.651816,-87.61202,Low Clearance,Low Clearance,"400 E 134th St, W. of Vernon Av",Chicago,IL,,,,,LC13,,,,,,,13 - 7 EX height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_7_pushpin
1,109574,Pro,428,41.659134,-87.618082,Low Clearance,Low Clearance,"200 E 130th St, W. of Indiana Av",Chicago,IL,,,,,LC14,,,,,,,14 - 4 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_4_pushpin
1,109575,Pro,428,41.663129,-87.591839,Low Clearance,Low Clearance,"12740 S Doty (West) Av, S. of 127th St",Chicago,IL,,,,,LC14,,,,,,,14 - 2 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_2_pushpin
1,109576,Pro,428,41.663735,-87.591679,Low Clearance,Low Clearance,"12700 S Doty (East) Av, S. of 127th St",Chicago,IL,,,,,LC14,,,,,,,14 - 2 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_2_pushpin
1,109577,Pro,426,41.683025,-87.620679,Low Clearance,Low Clearance,"11550 S Michigan Av, N. of 116th St",Chicago,IL,,,,,LC12,,,,,,,12 - 10 height clearance (136),low-clearance,,low_12_pushpin,"<\/div>', LC12Icon)",-136%,low_12_10_pushpin
1,109578,Pro,425,41.683994,-87.612374,Low Clearance,Low Clearance,"420 E Kensington Av, W. of Cottage Grove Av",Chicago,IL,,,,,LC11,,,,,,,11 - 6 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_6_pushpin
1,109579,Pro,427,41.685444,-87.612095,Low Clearance,Low Clearance,"420 E 115th St, W. of Cottage Grove Av",Chicago,IL,,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
1,109580,Pro,425,41.68913,-87.611291,Low Clearance,Low Clearance,"450 E 113th St, W. of Cottage Grove Av",Chicago,IL,,,,,LC11,,,,,,,11 - 8 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_8_pushpin
1,109581,Pro,427,41.692743,-87.6104,Low Clearance,Low Clearance,"460 E 111th St, W. of Cottage Grove Av",Chicago,IL,,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
1,109582,Pro,425,41.696404,-87.609531,Low Clearance,Low Clearance,"475 E 109th St, W. of Cottage Grove Av",Chicago,IL,,,,,LC11,,,,,,,11 - 8 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_8_pushpin
1,109583,Pro,427,41.700113,-87.608662,Low Clearance,Low Clearance,"600 E 107th St, W. of Cottage Grove Av",Chicago,IL,,,,,LC13,,,,,,,13 - 5 EX height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_5_pushpin
1,109584,Pro,425,41.703766,-87.607825,Low Clearance,Low Clearance,"625 E 105th St, W. of Cottage Grove Av",Chicago,IL,,,,,LC11,,,,,,,11 - 8 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_8_pushpin
1,109585,Pro,427,41.707427,-87.606999,Low Clearance,Low Clearance,"700 E 103rd St, W. of Cottage Grove Av",Chicago,IL,,,,,LC13,,,,,,,13 - 8 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_8_pushpin
1,109586,Pro,427,41.712913,-87.605808,Low Clearance,Low Clearance,"712 E 100th St, W. of Cottage Grove Av",Chicago,IL,,,,,LC13,,,,,,,13 - 10 height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_10_pushpin
1,109587,Pro,425,41.713754,-87.534633,Low Clearance,Low Clearance,"3700 E 100th St, E. of Ewing Av",Chicago,IL,,,,,LC11,,,,,,,11 - 8 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_8_pushpin
1,109588,Pro,428,41.714725,-87.536537,Low Clearance,Low Clearance,"9950 S Avenue L, N. of 100th St",Chicago,IL,,,,,LC14,,,,,,,14 - 2 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_2_pushpin
1,109589,Pro,428,41.714819,-87.535245,Low Clearance,Low Clearance,"9940 S Ewing Av, N. of 100th St",Chicago,IL,,,,,LC14,,,,,,,14 - 2 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_2_pushpin
1,109590,Pro,425,41.71638,-87.537714,Low Clearance,Low Clearance,"9850 S Avenue M, N. of 99th St",Chicago,IL,,,,,LC11,,,,,,,11 - 6 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_6_pushpin
1,109591,Pro,425,41.720968,-87.54711,Low Clearance,Low Clearance,"3100 E 96th St, E. of Baltimore Av",Chicago,IL,,,,,LC11,,,,,,,11 - 10 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_10_pushpin
1,109592,Pro,428,41.722026,-87.603459,Low Clearance,Low Clearance,"830 E 95th St (EB), E. of Cottage Grove Av",Chicago,IL,,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,109593,Pro,427,41.722323,-87.586786,Low Clearance,Low Clearance,"1500 E 95th St, W. of Stony Island Av",Chicago,IL,,,,,LC13,,,,,,,13 - 5 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_5_pushpin
1,109594,Pro,428,41.722651,-87.559739,Low Clearance,Low Clearance,"2600 E 95th St, W. of Marquette Av",Chicago,IL,,,,,LC14,,,,,,,14 - 4 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_4_pushpin
1,109595,Pro,428,41.723236,-87.585166,Low Clearance,Low Clearance,"9440 S Stony Island Av, N. of 95th St",Chicago,IL,,,,,LC14,,,,,,,14 - 4 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_4_pushpin
1,109596,Pro,427,41.723244,-87.594768,Low Clearance,Low Clearance,"9430 S Woodlawn Av, N. of 95th St",Chicago,IL,,,,,LC13,,,,,,,13 - 6 EX height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,109597,Pro,425,41.72332,-87.575364,Low Clearance,Low Clearance,"9430 S Jeffery Av, N. of 95th St",Chicago,IL,,,,,LC11,,,,,,,11 - 6 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_6_pushpin
1,109598,Pro,427,41.72334,-87.604596,Low Clearance,Low Clearance,"9430 S Cottage Grove Av, N. of 95th St",Chicago,IL,,,,,LC13,,,,,,,13 - 7 EX height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_7_pushpin
1,109599,Pro,425,41.72338,-87.570511,Low Clearance,Low Clearance,"9430 S Paxton Av, N. of 95th St",Chicago,IL,,,,,LC11,,,,,,,11 - 10 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_10_pushpin
1,109600,Pro,428,41.723636,-87.551134,Low Clearance,Low Clearance,"9450 S Commercial Av, N. of 95th St",Chicago,IL,,,,,LC14,,,,,,,14 - 4 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_4_pushpin
1,109601,Pro,427,41.723756,-87.553849,Low Clearance,Low Clearance,"9430 S Escanaba Av, N. of 95th St",Chicago,IL,,,,,LC13,,,,,,,13 - 5 EX height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_5_pushpin
1,109602,Pro,425,41.723772,-87.556638,Low Clearance,Low Clearance,"9430 S Manistee Av, N. of 95th St",Chicago,IL,,,,,LC11,,,,,,,11 - 10 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_10_pushpin
1,109603,Pro,428,41.723812,-87.547047,Low Clearance,Low Clearance,"9430 S South Chicago Av, N. of 95th St",Chicago,IL,,,,,LC14,,,,,,,14 - 4 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_4_pushpin
1,109604,Pro,425,41.7239,-87.560758,Low Clearance,Low Clearance,"9430 S Colfax Av, N. of 95th St",Chicago,IL,,,,,LC11,,,,,,,11 - 10 height clearance (136),low-clearance,,low_11_pushpin,"<\/div>', LC11Icon)",-136%,low_11_10_pushpin
1,109605,Pro,427,41.725526,-87.551134,Low Clearance,Low Clearance,"9350 S Commercial Av, N. of 94th St",Chicago,IL,,,,,LC13,,,,,,,13 - 6 EX height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,109606,Pro,427,41.725742,-87.602815,Low Clearance,Low Clearance,"840 E 93rd St, E. of Dauphin Av",Chicago,IL,,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
1,109607,Pro,427,41.725926,-87.551156,Low Clearance,Low Clearance,"9330 S Commercial Av, S. of South Chicago Av",Chicago,IL,,,,,LC13,,,,,,,13 - 6 EX height clearance,low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",,low_13_6_pushpin
1,109608,Pro,427,41.727095,-87.553248,Low Clearance,Low Clearance,"9250 S Exchange Av, S.W. of South Chicago Av",Chicago,IL,,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
1,109609,Pro,427,41.727928,-87.614295,Low Clearance,Low Clearance,"9140 S King Dr, S. of 91st St",Chicago,IL,,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
1,109610,Pro,428,41.728184,-87.554997,Low Clearance,Low Clearance,"2840 E 92nd St, W. of South Chicago Av",Chicago,IL,,,,,LC14,,,,,,,14 - 0 height clearance,low-clearance,,low_14_pushpin,"<\/div>', LC14Icon)",,low_14_0_pushpin
1,109611,Pro,427,41.729409,-87.601935,Low Clearance,Low Clearance,"900 E 91st St, E. of Dauphin Av",Chicago,IL,,,,,LC13,,,,,,,13 - 0 height clearance (136),low-clearance,,low_13_pushpin,"<\/div>', LC13Icon)",-136%,low_13_0_pushpin
