,Longitude,Latitude,State,Roadway,Direction,Name,Mile Marker,Restrooms,Restrooms(Vault Toilet),Restrooms(Portapotties),Picnic Tables,Vending Machines,Pet Walking Area,Handicapped Facilities,RV Dump,Restaurant,Gas,Scenic View
737,-71.366321,42.597895,MA,I-495,SB,CHELMSFORD REST AREA, MM32,True,False,False,True,True,True,True,False,False,False,False
738,-72.096531,42.084768,MA,I-84,WB,STURBRIDGE PICNIC AREA, MM1,True,False,True,True,False,True,False,False,False,False,False
739,-72.935393,42.196642,MA,I-90,EB,TP BLANDFORD SERVICE PLAZA, MM29,True,False,False,True,True,False,True,False,True,True,False
740,-72.931566,42.192827,MA,I-90,WB,TP BLANDFORD SERVICE PLAZA, MM29,True,False,False,True,True,False,True,False,True,True,False
741,-72.029149,42.138899,MA,I-90,EB,TP CHARLTON SERVICE PLAZA, MM80,True,False,False,True,True,False,True,False,True,True,False
742,-71.960459,42.157463,MA,I-90,WB,TP CHARLTON SERVICE PLAZA, MM83,True,False,False,True,True,False,True,False,True,True,False
743,-71.42439399999999,42.312583000000004,MA,I-90,WB,TP FRAMINGHAM SERVICE PLAZA, MM121,True,False,False,True,True,False,True,False,True,True,False
744,-73.278933,42.297474,MA,I-90,EB,TP LEE SERVICE PLAZA, MM8,True,False,False,True,True,False,True,False,True,True,False
745,-73.270711,42.297583,MA,I-90,WB,TP LEE SERVICE PLAZA, MM8,True,False,False,True,True,False,True,False,True,True,False
746,-72.451092,42.170509,MA,I-90,EB,TP LUDLOW SERVICE PLAZA, MM59,True,False,False,True,True,False,True,False,True,True,False
747,-72.458028,42.169353,MA,I-90,WB,TP LUDLOW SERVICE PLAZA, MM59,True,False,False,True,True,False,True,False,True,True,False
748,-71.36869200000001,42.311085,MA,I-90,EB,TP NATICK SERVICE PLAZA, MM123,True,False,False,True,True,False,True,False,True,True,False
749,-71.588535,42.247795,MA,I-90,WB,TP WESTBOROUGH SERVICE PLAZA, MM107,True,False,False,True,True,False,True,False,True,True,False
750,-72.621261,42.58058,MA,I-91,NB,TOURIST INFORMATION CTR FOLLOW SIGNS, MM26,True,False,False,False,True,False,True,False,False,False,False
751,-72.620775,42.588297,MA,I-91,SB,TOURIST INFORMATION CTR FOLLOW SIGNS, MM26,True,False,False,False,True,False,True,False,False,False,False
752,-71.28278399999999,42.007913,MA,I-95,NB,MANSFIELD REST AREA AND TOURIST INFORMATION CENTER, MM10,True,False,True,True,True,True,True,False,False,False,False
753,-70.882953,42.882909999999995,MA,I-95 [MA/NH,SB,SALISBURY TOURIST INFO CENTER, MM60,True,False,False,True,True,True,True,False,False,False,False
754,-71.255004,42.331705,MA,I-95/RT-128,SB,TP NEWTON SERVICE PLAZA, MM21,True,False,False,True,True,False,True,False,True,True,False
755,-71.258512,42.439071999999996,MA,I-95/RT-128,NB,TP LEXINGTON SERVICE PLAZA, MM29.2,True,False,False,True,True,False,True,False,True,True,False
756,-71.16001,42.218594,MA,I-95/RT-128,SB,WESTWOOD REST AREA, MM13,True,False,False,True,True,True,True,False,False,False,False
757,-70.876191,42.574819,MA,RT-128,NB,BEVERLY SERVICE PLAZA, MM19,True,False,False,True,False,True,True,False,True,True,False
758,-70.336478,41.688151,MA,RT-132,NB,BARNSTABLE SERVICE PLAZA TURN LEFT, MM3,True,False,False,True,False,True,True,False,True,True,False
759,-70.337609,41.688722999999996,MA,RT-132,SB,BARNSTABLE SERVICE PLAZA, MM3,True,False,False,True,False,True,True,False,True,True,False
760,-71.599613,42.5209,MA,RT-2,WB,JOHNNY APPLESEED VISITOR CENTER/REST AREA, MM34,True,False,False,True,True,True,True,False,False,False,False
761,-71.02730600000001,41.957701,MA,RT-24,SB,BRIDGEWATER SERVICE PLAZA, MM23.6,True,False,False,True,False,True,True,False,True,True,False
762,-71.02510799999999,41.954736,MA,RT-24,NB,BRIDGEWATER SERVICE PLAZA, MM23.6,True,False,False,True,False,True,True,False,True,True,False
763,-70.614964,41.781382,MA,Rt-25,EB,TOURIST INFORMATION CENTER,,True,False,False,False,True,False,True,False,False,False,False
764,-70.653947,41.935258000000005,MA,RT-3,NB,SERVICE PLAZA TOURIST INFO CENTER FOLLOW SIGNS, MM12.6,True,False,False,True,False,True,True,False,True,False,False
765,-70.665392,41.93813,MA,RT-3,SB,SERVICE PLAZA TOURIST INFO CENTER, MM13.4,True,False,False,True,False,True,True,False,True,False,False
766,-70.339731,41.686822,MA,RT-6,EB,BARNSTABLE SERVICE PLAZA FOLLOW SIGNS, MM68 (Exit 6),True,False,False,True,False,True,True,False,True,True,False
767,-70.332502,41.689081,MA,RT-6,WB,BARNSTABLE SERVICE PLAZA FOLLOW SIGNS, MM68 (Exit 6),True,False,False,True,False,True,True,False,True,True,False
768,-70.29008499999999,41.686716,MA,RT-6,EB,YARMOUTH TOURIST INFO CENTER, MM70.6,True,False,False,True,False,True,True,False,False,False,False
769,-70.614742,41.781371,MA,RT-6,EB,PLYMOUTH REST AREA, MM5.6,True,False,False,True,True,True,True,False,False,False,False
770,-71.657739,42.062768,MA,SR-146,EB,UXBRIDGE REST AREA,,True,False,False,False,False,True,True,False,False,False,False
771,-71.65164200000001,42.061187,MA,SR-146,WB,UXBRIDGE REST AREA,,True,False,False,False,False,True,True,False,False,False,False
772,-70.54035999999999,41.782164,MA,SR-6A,WB,SAGAMORE SERVICE AREA LEFT TURN FOLLOW SIGNS,,True,False,False,True,False,True,True,False,True,True,False
773,-70.541015,41.782162,MA,SR-6A,EB,SAGAMORE SERVICE AREA FOLLOW SIGNS,,True,False,False,True,False,True,True,False,True,True,False
774,-70.544565,41.785913,MA,US-6,EB,SAGAMORE SERVICE AREA FOLLOW SIGNS, EXIT 1A,True,False,False,True,False,True,True,False,True,True,False
775,-70.543285,41.780147,MA,US-6,WB,SAGAMORE SERVICE AREA FOLLOW SIGNS, EXIT 1A,True,False,False,True,False,True,True,False,True,True,False
776,-69.974425,41.837214,MA,US-6,EB,SALT POND VISITOR CENTER FOLLOW SIGNS,,True,False,False,True,False,True,True,False,False,False,False
777,-69.975491,41.838303700000004,MA,US-6,WB,SALT POND VISITOR CENTER TURN LEFT FOLLOW SIGNS,,True,False,False,True,False,True,True,False,False,False,False
778,-78.28241899999999,39.718895,MD,I-68,EB,SIDELING HILL REST AREA, MM74,True,False,False,True,True,True,True,False,False,False,False
779,-78.279785,39.716346,MD,I-68,WB,SIDELING HILL REST AREA, MM74,True,False,False,True,True,True,True,False,False,False,False
780,-77.604485,39.530752,MD,I-70,EB,WELCOME CENTER, MM39,True,False,False,False,False,True,True,False,False,False,False
781,-77.600278,39.521477000000004,MD,I-70,WB,WELCOME CENTER, MM39,True,False,False,False,False,True,True,False,False,False,False
782,-76.014705,39.608851,MD,I-95,NB,T'WAY CHESAPEAKE HOUSE SERVICE PLAZA-LEFT EXIT, MM2,True,False,False,True,True,False,True,False,True,True,False
783,-76.003483,39.614875,MD,I-95,SB,T'WAY CHESAPEAKE HOUSE SERVICE PLAZA-LEFT EXIT, MM3,True,False,False,True,True,False,True,False,True,True,False
784,-76.235888,39.493739,MD,I-95,NB,T'WAY MARYLAND HOUSE SERVICE PLAZA-LEFT EXIT, MM81,True,False,False,True,True,True,True,False,True,True,False
785,-76.226013,39.501814,MD,I-95,SB,T'WAY MARYLAND HOUSE SERVICE PLAZA-LEFT EXIT, MM81,True,False,False,True,True,True,True,False,True,True,False
786,-76.84872800000001,39.137921,MD,I-95,NB,WELCOME CENTER, MM37,True,False,False,True,True,True,True,True,False,False,False
787,-76.844261,39.145342,MD,I-95,SB,WELCOME CENTER, MM37,True,False,False,True,True,True,True,False,False,False,False
788,-75.542876,38.003065,MD,US-13,NB,POCOMOKE TRAVEL INFO REST AREA, MM0.5,True,False,False,True,False,True,True,False,False,False,False
789,-75.542446,38.002132,MD,US-13,SB,POCOMOKE TRAVEL INFO REST AREA TURN LEFT & U-TURN, MM0.5,True,False,False,True,False,True,True,False,False,False,False
790,-75.697346,38.195347,MD,US-13,SB,PRINCESS ANNE REST AREA,,True,False,False,True,False,True,True,False,False,False,False
791,-75.697214,38.197651,MD,US-13,NB,PRINCESS ANNE REST AREA FOLLOW SIGNS & U-TURN,,True,False,False,True,False,True,True,False,False,False,False
792,-77.312151,39.709984999999996,MD,US-15,SB,MASON DIXON WELCOME CENTER,,True,False,False,True,True,True,True,False,False,False,False
793,-76.961225,38.369547,MD,US-301,NB,BAY COUNTY WELCOME CENTER DAYTIME HOURS,,True,False,False,False,False,True,True,False,False,False,False
794,-76.960758,38.370396,MD,US-301,SB,BAY COUNTY WELCOME CENTER-LEFT DAYTIME HOURS,,True,False,False,False,False,True,True,False,False,False,False
795,-75.978296,39.078145,MD,US-301,NB,WELCOME CENTER-LEFT EXIT-DAYTIME HOURS,,True,False,False,True,False,True,True,False,False,False,False
796,-75.978636,39.080132,MD,US-301,SB,WELCOME CENTER-LEFT EXIT-DAYTIME HOURS,,True,False,False,True,False,True,True,False,False,False,False
797,-76.064199,38.569689000000004,MD,US-50,EB,SAILWINDS PARK VISITOR CENTER FOLLOW SIGNS,,True,False,False,True,False,True,True,False,False,False,False
798,-76.064559,38.567826000000004,MD,US-50,WB,SAILWINDS PARK VISITOR CENTER LEFT TURN FOLLOW SIGNS,,True,False,False,True,False,True,True,False,False,False,False
799,-70.169887,43.804463,ME,I-295,NB,WELCOME CENTER FOLLOW SIGNS, MM17,True,False,False,True,True,False,True,False,False,False,False
800,-70.160689,43.811119,ME,I-295,SB,WELCOME CENTER FOLLOW SIGNS, MM17,True,False,False,True,True,False,True,False,False,False,False
801,-69.8248,44.205782,ME,I-295,NB,WEST GARDINER SERVICE PLAZA FOLLOW SIGNS, MM51,True,False,False,True,True,True,True,False,True,True,False
802,-69.82468100000001,44.211544,ME,I-295,SB,WEST GARDINER SERVICE PLAZA FOLLOW SIGNS, MM51,True,False,False,True,True,True,True,False,True,True,False
803,-70.56106899999999,43.407351,ME,I-95,NB,TP KENNEBUNK SERVICE PLAZA, MM25,True,False,False,True,False,True,True,False,True,False,False
804,-70.558228,43.413272,ME,I-95,SB,TP KENNEBUNK SERVICE PLAZA, MM25,True,False,False,True,False,True,True,False,True,False,False
805,-70.320042,43.822045,ME,I-95,NB,TP GRAY SERVICE PLAZA, MM59,True,False,False,True,False,True,True,False,True,False,False
806,-70.319835,43.820155,ME,I-95,SB,TP CUMBERLAND SERVICE PLAZA, MM58,True,False,False,True,False,True,True,False,True,False,False
807,-68.539012,45.593878000000004,ME,I-95,NB,MEDWAY REST AREA, MM237,True,False,False,True,False,True,True,False,False,False,False
808,-68.534109,45.59855,ME,I-95,SB,MEDWAY REST AREA, MM237,True,False,False,True,False,True,True,False,False,False,False
809,-67.845906,46.138084,ME,I-95,NB,WELCOME CENTER FOLLOW SIGNS , MM302,True,False,False,True,False,True,True,False,False,False,False
810,-67.834062,46.141129,ME,I-95,SB,WELCOME CENTER FOLLOW SIGNS, MM302,True,False,False,True,False,True,True,False,False,False,False
811,-69.83102099999999,44.210081,ME,I-95,NB,TP WEST GARDINER SERVICE PLAZA FOLLOW SIGNS, MM102,True,False,False,True,True,True,True,False,True,True,False
812,-69.818046,44.224303000000006,ME,I-95,SB,TP WEST GARDINER SERVICE PLAZA FOLLOW SIGNS, MM103,True,False,False,True,True,True,True,False,True,True,False
813,-70.72057099999999,43.126643,ME,I-95,NB,WELCOME CENTER, MM3,True,False,False,True,True,True,True,False,False,False,False
814,-68.940339,44.766008,ME,I-95,NB,VISITOR INFORMATION CENTER, MM173,True,False,False,True,True,True,True,False,False,False,False
815,-68.88157700000001,44.767639,ME,I-95,SB,REST AREA, MM176,True,False,False,True,True,True,True,False,False,False,False
816,-68.382188,46.437801,ME,RT-11,NB/SB,ORION REST AREA,,True,False,False,True,False,False,False,False,False,False,False
817,-68.341931,46.238562,ME,RT-11,NB/SB,COLD SPRING REST AREA,,True,False,False,True,False,False,False,False,False,False,False
818,-68.527513,46.931781,ME,RT-11,NB/SB,HEDGEHOG MOUNTAIN REST AREA,,True,False,False,True,False,False,False,False,False,False,False
819,-67.618477,45.000682,ME,RT-9,EB/WB,CRAWFORD REST AREA,,True,False,False,True,False,False,False,False,False,False,False
820,-69.828468,44.208628000000004,ME,RT-9/125,EB/WB,WEST GARDINER SERVICE PLAZA,,True,False,False,True,True,True,True,False,True,True,False
821,-67.842734,46.141344000000004,ME,US-1 (ADDRESS),NB/SB,MAINE TOURISM ASSOCIATION,,True,False,False,True,False,True,True,False,False,False,False
822,-69.593579,44.011656,ME,US-1,NB/SB,SHERMAN LAKE REST AREA, 3 MILES SOUTH OF NEWCASTLE,True,False,False,True,False,True,True,False,False,False,False
823,-68.186423,44.515733000000004,ME,US-1,NB/SB,REST AREA, 3.6 MILES NORTH OF HANCOCK,True,False,False,True,False,True,False,False,False,False,False
824,-68.235061,44.525421,ME,US-1,NB/SB,REST AREA, 1 MILE NORTH OF HANCOCK,True,False,False,True,False,True,False,False,False,False,False
825,-69.867334,44.981873,ME,US-19/250,NB/SB,ARNOLDS WAY REST AREA,,True,False,False,False,False,False,False,False,False,False,False
826,-70.993161,44.004191999999996,ME,US-302,EB/WB,MAINE VISITOR INFORMATION,,True,False,False,True,False,True,True,False,False,False,False
827,-83.080476,42.324075,MI,ADDRESS,,DETROIT MEXICANTOWN INTERNATIONAL WELCOME CENTER,,True,False,False,False,False,False,True,False,False,False,False
828,-84.37205300000001,46.493147,MI,ADDRESS,,SAULT SAINTE MARIE WELCOME CENTER,,True,False,False,True,False,True,True,False,False,False,False
829,-84.732228,45.774032,MI,ADDRESS,,CLOSED IN WINTER MACKINAW CITY WELCOME CENTER,,True,False,False,True,True,False,True,False,False,False,False
830,-86.219501,42.499572,MI,I-196,EB,GLENN REST AREA, MM28,True,False,False,True,True,True,True,False,False,False,False
831,-86.164761,42.708193,MI,I-196,WB,SAUGATUCK REST AREA, MM43,True,False,False,True,True,True,True,False,False,False,False
832,-85.933849,42.822419000000004,MI,I-196,EB,ZEELAND REST AREA, MM58,True,False,False,True,True,True,True,False,False,False,False
833,-83.44304100000001,42.297360999999995,MI,I-275,NB,WESTLAND REST AREA, MM23,True,False,False,True,True,False,True,False,False,False,False
834,-83.354421,42.047773,MI,I-275,SB,CARLETON REST AREA, MM5,True,False,False,True,True,True,True,False,False,False,False
835,-84.988007,42.332361,MI,I-69,SB,TURKEYVILLE REST AREA, MM40,True,False,False,True,True,True,True,False,False,False,False
836,-84.72215899999999,42.632877,MI,I-69,NB,POTTERVILLE REST AREA, MM68,True,False,False,True,True,True,True,False,False,False,False
837,-84.299501,42.812329,MI,I-69,SB,WOODBURY REST AREA, MM101,True,False,False,True,True,True,True,False,False,False,False
838,-83.871578,42.964551,MI,I-69,EB,SWARTZ CREEK REST AREA, MM126,True,False,False,True,True,True,True,False,False,False,False
839,-83.224942,43.008656,MI,I-69,EB,FIVE LAKES REST AREA, MM160,True,False,False,True,True,True,True,False,False,False,False
840,-82.951588,42.991029,MI,I-69,WB,CAPAC REST AREA, MM174,True,False,False,True,True,True,True,False,False,False,False
841,-84.997232,41.845782,MI,I-69,NB,COLDWATER WELCOME CENTER, MM6,True,False,False,True,True,True,True,False,False,False,False
842,-82.46785200000001,42.99002,MI,I-69/94,WB,MICHIGAN WELCOME CENTER, MM274,True,False,False,True,False,False,True,False,False,False,False
843,-82.458326,42.99024,MI,I-69/94,EB,CLOSED WELCOME CENTER FOLLOW SIGNS, MM274,True,False,False,True,False,True,True,False,False,False,False
844,-84.72367,45.849481,MI,I-75,NB,SAINT IGNACE WELCOME CENTER, MM343,True,False,False,True,False,False,True,False,False,False,False
845,-84.637491,45.65968,MI,I-75,SB,CLOSED IN WINTER HEBRON REST AREA, MM328,True,False,False,True,False,True,True,False,False,False,False
846,-84.74488199999999,45.884736,MI,I-75,SB,SAINT IGNACE REST AREA, MM348,True,False,False,True,False,True,True,False,False,False,False
847,-84.393301,46.422769,MI,I-75,NB,SAULT SAINTE MARIE REST AREA, MM389,True,False,False,True,False,True,True,False,False,False,False
848,-84.369212,46.493193,MI,I-75,SB,SAULT SAINTE MARIE WELCOME CENTER FOLLOW SIGNS, MM394,True,False,False,True,False,True,True,False,False,False,False
849,-84.374163,46.488957,MI,I-75,NB,SAULT SAINTE MARIE WELCOME CENTER FOLLOW SIGNS, MM394,True,False,False,True,False,True,True,False,False,False,False
850,-84.68736899999999,45.110665000000004,MI,I-75,SB,VANDERBILT REST AREA, MM287,True,False,False,True,True,False,True,False,False,False,False
851,-84.73375300000001,45.776412,MI,I-75,NB,CLOSED IN WINTER MACKINAW CITY WELCOME CENTER FOLLOW SIGNS, MM338,True,False,False,True,True,False,True,False,False,False,False
852,-84.733682,45.778569,MI,I-75,SB,CLOSED IN WINTER MACKINAW CITY WELCOME CENTER FOLLOW SIGNS, MM338,True,False,False,True,True,False,True,False,False,False,False
853,-83.408301,41.860376,MI,I-75,NB,MONROE WELCOME CENTER, MM10,True,False,False,True,True,True,True,False,False,False,False
854,-83.50708900000001,42.759242,MI,I-75,NB,DAVISBURG REST AREA, MM96,True,False,False,True,True,True,True,False,False,False,False
855,-83.763299,43.151381,MI,I-75,NB,DODGE ROAD REST AREA, MM129,True,False,False,True,True,True,True,False,False,False,False
856,-83.76814499999999,43.162096999999996,MI,I-75,SB,CLIO REST AREA, MM130,True,False,False,True,True,True,True,False,False,False,False
857,-83.944599,43.533982,MI,I-75,SB,BAY CITY REST AREA, MM158,True,False,False,True,True,True,True,False,False,False,False
858,-84.01756800000001,43.757177,MI,I-75,NB,LINWOOD REST AREA, MM175,True,False,False,True,True,True,True,False,False,False,False
859,-84.120141,44.113769,MI,I-75,SB,ALGER REST AREA, MM202,True,False,False,True,True,True,True,False,False,False,False
860,-84.210153,44.226529,MI,I-75,NB,WEST BRANCH REST AREA, MM210,True,False,False,True,True,True,True,False,False,False,False
861,-84.601169,44.402628,MI,I-75,SB,NINE MILE HILL REST AREA, MM235,True,False,False,True,True,True,True,False,False,False,False
862,-84.708362,44.606531,MI,I-75,NB,GRAYLING REST AREA, MM252,True,False,False,True,True,True,True,False,False,False,False
863,-84.70891400000001,44.754940999999995,MI,I-75,SB,HARTWICK PINES REST AREA, MM262,True,False,False,True,True,True,True,False,False,False,False
864,-84.673148,44.964281,MI,I-75,NB,GAYLORD REST AREA, MM277,True,False,False,True,True,True,True,False,False,False,False
865,-84.615512,45.500681,MI,I-75,NB,CLOSED IN WINTER TOPINABEE REST AREA, MM317,True,False,False,True,True,True,True,False,False,False,False
866,-83.490359,42.745375,MI,I-75,SB,CLARKSTON REST AREA, MM94,True,False,False,True,True,True,True,False,False,False,False
867,-83.513065,42.219319,MI,I-94,WB,BELLEVILLE REST AREA, MM188,True,False,False,True,True,False,True,False,False,False,False
868,-86.34741700000001,42.148946,MI,I-94,EB,CLOSED REST AREA, MM36,True,False,False,True,True,True,True,False,False,False,False
869,-86.23271899999999,42.181628,MI,I-94,WB,WATERVLIET REST AREA, MM42,True,False,False,True,True,True,True,False,False,False,False
870,-85.435248,42.272251000000004,MI,I-94,WB,GALESBURG REST AREA, MM85,True,False,False,True,True,True,True,False,False,False,False
871,-85.223925,42.264707,MI,I-94,EB,BATTLE CREEK REST AREA, MM96,True,False,False,True,True,True,True,False,False,False,False
872,-84.909813,42.282781,MI,I-94,WB,MARSHALL REST AREA WB, MM113,True,False,False,True,True,True,True,False,False,False,False
873,-84.498078,42.268947,MI,I-94,EB,SANDSTONE REST AREA, MM135,True,False,False,True,True,True,True,False,False,False,False
874,-84.211407,42.292234,MI,I-94,WB,GRASS LAKE REST AREA, MM149,True,False,False,True,True,True,True,False,False,False,False
875,-84.00178100000001,42.295922,MI,I-94,EB,CHELSEA REST AREA, MM161,True,False,False,True,True,True,True,False,False,False,False
876,-82.715323,42.745942,MI,I-94,WB,RICHMOND REST AREA, MM250,True,False,False,True,True,True,True,False,False,False,False
877,-82.66454300000001,42.786975,MI,I-94,EB,ADAIR REST AREA, MM255,True,False,False,True,True,True,True,False,False,False,False
878,-86.740835,41.766847999999996,MI,I-94,EB,NEW BUFFALO WELCOME CENTER, MM0,True,False,False,True,True,True,True,False,False,False,False
879,-86.097039,43.091483000000004,MI,I-96,WB,FRUITPORT REST AREA, MM8,True,False,False,True,True,True,True,False,False,False,False
880,-85.783403,43.025895,MI,I-96,EB,WALKER REST AREA, MM25,True,False,False,True,True,True,True,False,False,False,False
881,-85.166511,42.879211,MI,I-96,EB,SARANAC REST AREA, MM63,True,False,False,True,True,True,True,False,False,False,False
882,-84.850659,42.844632,MI,I-96,WB,PORTLAND REST AREA, MM79,True,False,False,True,True,True,True,False,False,False,False
883,-84.720814,42.798491,MI,I-96,EB,GRAND LEDGE REST AREA, MM87,True,False,False,True,True,True,True,False,False,False,False
884,-84.401081,42.676558,MI,I-96,WB,OKEMOS REST AREA, MM111,True,False,False,True,True,True,True,False,False,False,False
885,-83.962103,42.605934000000005,MI,I-96,EB,HOWELL REST AREA, MM135,True,False,False,True,True,True,True,False,False,False,False
886,-83.862213,42.579468,MI,I-96,WB,LAKE CHEMUNG REST AREA, MM141,True,False,False,True,True,True,True,False,False,False,False
887,-86.838053,46.433065,MI,M-28,EB/WB,ROADSIDE TURNOUT SCENIC VIEW,,True,True,False,False,False,False,False,False,False,False,True
888,-88.092304,46.539014,MI,M-28,EB/WB,ROADSIDE TURNOUT SCENIC VIEW,,True,True,False,False,False,False,False,False,False,False,True
889,-85.590327,46.310494,MI,M-28,EB/WB,ROADSIDE PARK REST AREA,,True,False,False,True,False,True,True,False,False,False,False
890,-86.034227,46.345251,MI,M-28,WB,SENEY REST AREA,,True,False,False,True,False,True,True,False,False,False,False
891,-86.040959,46.345218,MI,M-28,EB,SENEY REST AREA LEFT EXIT,,True,False,False,True,True,True,True,False,False,False,False
892,-83.57920899999999,43.350227000000004,MI,SR-15,SB,VASSAR ROADSIDE PARK,,True,False,False,True,False,True,False,False,False,False,False
893,-83.578038,43.348247,MI,SR-15,NB,VASSAR ROADSIDE PARK LEFT EXIT,,True,False,False,True,False,True,False,False,False,False,False
894,-85.59036,46.3103,MI,SR-28,EB/WB,Old Flowing Well Roadside Park-6 miles east of Mcmillan,MI,True,False,False,True,False,True,False,False,False,False,False
895,-84.474049,42.658738,MI,US-127,NB,HOLT REST AREA,,True,False,False,True,True,False,True,False,False,False,False
896,-84.77040600000001,43.844587,MI,US-127,NB,CLARE WELCOME CENTER LEFT EXIT,,True,False,False,True,True,True,True,False,False,False,False
897,-84.60139699999999,43.349339,MI,US-127,NB,ITHACA REST AREA,,True,False,False,True,True,True,True,False,False,False,False
898,-84.797943,44.228946,MI,US-127,NB,HOUGHTON LAKE REST AREA 401, MM187,True,False,False,True,True,True,True,False,False,False,False
899,-84.51788499999999,42.904132000000004,MI,US-127,SB,DEWITT REST AREA, MM89,True,False,False,True,True,True,True,False,False,False,False
900,-84.789454,44.455071000000004,MI,US-127,SB,HIGGINS LAKE REST AREA 402, MM202,True,False,False,True,True,True,True,False,False,False,False
901,-84.429061,42.369265000000006,MI,US-127,SB,RIVES JUNCTION REST AREA,,True,False,False,True,True,True,True,False,False,False,False
902,-84.778903,43.854826,MI,US-127,SB,CLARE WELCOME CENTER LEFT EXIT,,True,False,False,True,True,True,True,False,False,False,False
903,-85.480896,43.455825,MI,US-131,NB,MORLEY REST AREA, MM122,True,False,False,True,False,True,True,False,False,False,False
904,-85.520088,43.65491,MI,US-131,SB,BIG RAPIDS REST AREA, MM136,True,False,False,True,False,True,True,False,False,False,False
905,-85.468924,44.127152,MI,US-131,SB,TUSTIN REST AREA, MM169,True,False,False,True,False,True,True,False,False,False,False
906,-85.423315,44.181599,MI,US-131,NB,CADILLAC REST AREA, MM174,True,False,False,True,True,True,True,False,False,False,False
907,-85.657155,42.359832,MI,US-131,SB,ALAMO REST AREA, MM43,True,False,False,True,True,True,True,False,False,False,False
908,-85.589782,43.143187,MI,US-131,SB,ROCKFORD REST AREA, MM99,True,False,False,True,True,True,True,False,False,False,False
909,-87.638821,45.72996,MI,US-2,EB/WB,CUNARD REST AREA,,True,False,False,True,False,True,True,False,False,False,False
910,-85.123161,46.043766999999995,MI,US-2,EB/WB,CUT RIVER BRIDGE ROADSIDE PARK,,True,False,False,True,False,True,True,False,False,False,False
911,-86.52126700000001,45.890838,MI,US-2,EB/WB,GARDEN CORNERS REST AREA,,True,False,False,True,False,True,True,False,False,False,False
912,-85.958371,46.067853,MI,US-2,EB/WB,GULLIVER ROADSIDE PARK,,True,False,False,True,False,True,True,False,False,False,False
913,-87.230714,45.727927,MI,US-2,EB/WB,HYDE ROADSIDE PARK,,True,False,False,True,False,True,True,False,False,False,False
914,-85.393948,46.096548999999996,MI,US-2,EB,NAUBINWAY REST AREA,,True,False,False,True,False,True,True,False,False,False,False
915,-85.386762,46.094837,MI,US-2,WB,NAUBINWAY REST AREA LEFT TURN,,True,False,False,True,False,True,True,False,False,False,False
916,-88.06545600000001,45.816883000000004,MI,US-2 (ADDRESS),EB/WB,IRON MOUNTAIN WELCOME CENTER,,True,False,False,False,False,False,True,False,False,False,False
917,-83.73168199999999,42.831428,MI,US-23,NB,FENTON REST AREA 624, MM81,True,False,False,True,True,True,True,False,False,False,False
918,-83.680103,41.828934999999994,MI,US-23,NB,DUNDEE WELCOME CENTER, MM7,True,False,False,True,True,True,True,False,False,False,False
919,-83.74888100000001,42.359293,MI,US-23,SB,NORTHFIELD CHURCH REST AREA 814, MM48,True,False,False,True,True,True,True,False,False,False,False
920,-86.416794,43.864041,MI,US-31,NB,LUDINGTON REST AREA 328, MM163,True,False,False,True,False,True,True,False,False,False,False
921,-85.510063,44.762795000000004,MI,US-31,NB/SB,ROADSIDE PARK REST AREA,,True,False,False,True,False,True,True,False,False,False,True
922,-86.25779200000001,43.356553999999996,MI,US-31,SB,MUSKEGON REST AREA, MM124,True,False,False,True,True,False,True,False,False,False,False
923,-86.353441,43.480037,MI,US-31,NB,ROTHBURY REST AREA,,True,False,False,True,True,True,True,False,False,False,False
924,-86.39767900000001,43.657013,MI,US-31,SB,CLOSED IN WINTER HART REST AREA 530, MM147,True,False,False,True,True,True,True,False,False,False,False
925,-85.38525899999999,44.943490999999995,MI,US-31,NB/SB,BIRCH LAKE ROADSIDE PARK,,True,False,False,True,True,True,True,False,False,False,False
926,-85.175073,45.362402,MI,US-31,NB/SB,BIG ROCK POINT ROADSIDE PARK,,True,False,False,True,True,True,True,False,False,False,False
927,-87.620253,45.107859000000005,MI,US-41,NB/SB,MINOMINEE WELCOME CENTER,,True,False,False,True,False,False,True,False,False,False,False
928,-87.362705,46.504290999999995,MI,US-41,NB/SB,MARQUETTE WELCOME CENTER,,True,False,False,True,False,True,True,False,False,False,False
929,-93.35421,43.511336,MN,I-35,NB,ALBERT LEA WELCOME CENTER, MM1,True,False,False,True,True,True,True,False,False,False,False
930,-93.254818,43.987913,MN,I-35,NB,CLOSED UNTIL MID SUMMER 2017 STRAIGHT RIVER REST AREA, MM35,True,False,False,True,True,True,True,False,False,False,False
931,-93.255263,43.991191,MN,I-35,SB,CLOSED UNTIL SEPT 1 2017 STRAIGHT RIVER REST AREA, MM35,True,False,False,True,True,True,True,False,False,False,False
932,-93.292074,44.446956,MN,I-35,NB,HEALTH CREEK REST AREA, MM68,True,False,False,True,True,True,True,False,False,False,False
933,-93.298925,44.555926,MN,I-35,SB,NEW MARKET REST AREA, MM25,True,False,False,True,True,True,True,False,False,False,False
934,-93.00668399999999,45.273089,MN,I-35,SB,FOREST LAKE REST AREA, MM131,True,False,False,True,True,True,True,False,False,False,False
935,-92.995692,45.594589,MN,I-35,NB,CLOSED UNTIL AUG 2018 GOOSE CREEK REST AREA, MM154,True,False,False,True,True,True,True,False,False,False,False
